term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
salaat,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
salivahana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saliya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saliyan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
salvi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
samagara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
samantan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sambandam,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
samgar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sanadhya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sanhai,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sanhal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sanketi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sansi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sansoi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sapela,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sapera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saraswat,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sarera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sarollu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saryara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saryupareen,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
satani,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sathwara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
satnami,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
segidi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sembadavar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
senapathulu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sengundam,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sengunther,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
senva,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shah,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shakaldweepi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shankarjati,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shemalia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shenva,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shivalli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
shudras,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
siddula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sidh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
siggi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sikligar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
silpi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sinduria,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
singiwala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sirkiband,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
smarta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sondhia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
soni,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sorathia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
srisayana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sthanika,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sundhi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sunwani,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
surjyabanshi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
surjyaramnami,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
surya_balija,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
suryavanshi_aare_katika,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sutradhar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
swakula sali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
swakulasali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
swarnkar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tammali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tanti,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
taral,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tattama,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
telaga,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
telangana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
telegu mochi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
telikula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thampan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thandan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thathagar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thathera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
the_chitrapur,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thirumulpad,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thogata,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thogata_sali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thogata_veerakshatriya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thogati,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
thori,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tirbanda,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tirgar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tuluva,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tuluva_hebbars,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tuluva_vellala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
turaiha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
turi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
turi_barot,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
turupu_kapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
tyagi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
untouchables,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
uppara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
utkal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vadabalija,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vadde_raju,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaddera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vadla,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vadra,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vadrangi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaidiki,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaishnava,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaishya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaishya_vani,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaishya_vanis,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vaishyas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
valan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
valangai,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
valhar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
valmiki_boya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vamsha_raj,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vanjara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vanjari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vannar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vannekapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vannereddi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vannikula_kshatriya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vanyakulakshtriya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vanza,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vanzha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
variar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
veeramushti,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
veeranattar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
velama,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vellalar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
vijayvargiya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
viswabrahmin,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
viswakarma,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
watal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yadav,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yadava,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yata,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yellammalawandlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yellammavandlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yellapondlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yellappi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yellapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
yerukala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
zadmalli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
johor,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
johorean,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
johoreans,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kedah,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kedahan,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kedahans,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kelantan,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kelantanese,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kuala,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kuala_lumpur,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kuala_lumpurian,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
kuala_lumpurians,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
labuan,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
labuanese,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
lumpur,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
lumpurian,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
lumpurians,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malacca,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malaccan,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malaccans,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malaysia,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malaysian,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
malaysians,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
negeri,,1,subnational,asia,malaysian,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_of_place_names,2020-05-28
