term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
kaffirs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kalash,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kalinga,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kam–sui,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kamas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kamasins,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kamein,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kamrupi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kanakanavu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kankana_ey,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kannadigas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kapampangan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karatas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karbi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karelians,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karen,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karenni,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
karluk,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kartvelian,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kasepuhan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kashmiri,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
katuic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kavalan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kazakhs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kbaran,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kebalan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ket,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kh'rytsha',,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khakas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khamti,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khamyang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khanty,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kharia,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khasi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khinalug,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khivannal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khkhiridi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khmer,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khmu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khodyns,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khoid,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khonds,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khowa,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khuani,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
khwarshi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kiang_si,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kipchak,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kirat,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kodava,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
koibal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kokang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
komi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
komiyas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kongsat,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
konkani,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
korean,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
korku,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
koryaks,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kristang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
krymchaks,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kryts,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kuki,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kumaoni,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kumzaris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kurds,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kurukh,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kusunda,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kutchi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kwongsai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kyrgyzs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
kyrtuar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
labbay,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lak_people,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lazs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lepcha,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
leqer,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lezgians,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lezgic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lezgiyar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
limbu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
livonians,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lu_people,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lumad,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lun bawang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lundayeh,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
lurs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
luso_indian,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
madurese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
magahi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
magar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
maguindanao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mahle,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
maithili,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
makassar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malabar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malabar nasrani,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malay,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malayali,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malays,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
maldivian,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
malto,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
manchus,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mandarese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mandaya,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mangud,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mangyan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
manipuri,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
manobo,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mansaka,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mansi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
maranao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
marathi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mari,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
marwaris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
matigsalug,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mator,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mazanderanis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mazanis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mehris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
meitei,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
memba,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
memons,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
miao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mien,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
miji,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
minahasan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
minangkabau,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
minh hương,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mizo,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
moghul,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
moksha,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mokshet,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mon,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mongols,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
monpa,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
moors,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mordvins,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
moro,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mughal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
munda,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
muong,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
murut,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
mykhabyr,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
naga,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nagpuri,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nahali,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
naimans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nanai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nasranis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
naukan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nayman,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
negrito,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nenets,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
newar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ngái,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ngan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nganasan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nicobarese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ningbonese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nishi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nung,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nuristani,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
nyaw,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
odia,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oghur,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oghuz,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oirad,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oirats,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oird,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
onge,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oraon,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
oroqen,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
osing,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ossetians,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ostyaks,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pa_then,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pahari,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
paiwan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
palaung,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pamiris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pangasinan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pangcah,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
panthay,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
paradesi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
parsi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pashtun,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
payuan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pear,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
peranakan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
permians,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
phake,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
phakial,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pinuyumayan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pnar/jaintia,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
pomir,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
punjabi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
puyuma,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
qhvannal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
qırımtatarlar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
qrymçaklar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
qrymqaraylar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
quanzhou,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rajasthanis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rakhine,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rohingya,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
roman,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rowther,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rukai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
rutul,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
ryukyuan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
saek,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
saisiyat,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sakha,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
